"Step","Entropy","Alien-v5__ppo_rnd_envpool - losses/entropy__MIN","Alien-v5__ppo_rnd_envpool - losses/entropy__MAX"
"3997696","1.7392184734344482","1.7392184734344482","1.7392184734344482"
"4014080","1.692423939704895","1.692423939704895","1.692423939704895"
"4030464","1.6232295036315918","1.6232295036315918","1.6232295036315918"
"4046848","1.6369030475616455","1.6369030475616455","1.6369030475616455"
"4063232","1.6339325904846191","1.6339325904846191","1.6339325904846191"
"4079616","1.6137882471084595","1.6137882471084595","1.6137882471084595"
"4096000","1.555367112159729","1.555367112159729","1.555367112159729"
"4112384","1.5446200370788574","1.5446200370788574","1.5446200370788574"
"4128768","1.582704782485962","1.582704782485962","1.582704782485962"
"4145152","1.6089189052581787","1.6089189052581787","1.6089189052581787"
"4161536","1.683895230293274","1.683895230293274","1.683895230293274"
"4177920","1.7073839902877808","1.7073839902877808","1.7073839902877808"
"4194304","1.7240886688232422","1.7240886688232422","1.7240886688232422"
"4210688","1.7151637077331543","1.7151637077331543","1.7151637077331543"
"4227072","1.7484934329986572","1.7484934329986572","1.7484934329986572"
"4243456","1.719358205795288","1.719358205795288","1.719358205795288"
"4259840","1.7359402179718018","1.7359402179718018","1.7359402179718018"
"4276224","1.8540284633636475","1.8540284633636475","1.8540284633636475"
"4292608","1.8300725221633911","1.8300725221633911","1.8300725221633911"
"4308992","1.941514015197754","1.941514015197754","1.941514015197754"
"4325376","1.867823600769043","1.867823600769043","1.867823600769043"
"4341760","1.8746922016143799","1.8746922016143799","1.8746922016143799"
"4358144","1.8775385618209839","1.8775385618209839","1.8775385618209839"
"4374528","1.8888604640960693","1.8888604640960693","1.8888604640960693"
"4390912","1.8873484134674072","1.8873484134674072","1.8873484134674072"
"4407296","1.8655258417129517","1.8655258417129517","1.8655258417129517"
"4423680","1.8846007585525513","1.8846007585525513","1.8846007585525513"
"4440064","1.8317086696624756","1.8317086696624756","1.8317086696624756"
"4456448","1.7998930215835571","1.7998930215835571","1.7998930215835571"
"4472832","1.7844438552856445","1.7844438552856445","1.7844438552856445"
"4489216","1.7266898155212402","1.7266898155212402","1.7266898155212402"
"4505600","1.7013087272644043","1.7013087272644043","1.7013087272644043"
"4521984","1.7116458415985107","1.7116458415985107","1.7116458415985107"
"4538368","1.7485957145690918","1.7485957145690918","1.7485957145690918"
"4554752","1.7513560056686401","1.7513560056686401","1.7513560056686401"
"4571136","1.8408966064453125","1.8408966064453125","1.8408966064453125"
"4587520","1.914306402206421","1.914306402206421","1.914306402206421"
"4603904","1.885829210281372","1.885829210281372","1.885829210281372"
"4620288","1.8781124353408813","1.8781124353408813","1.8781124353408813"
"4636672","1.944040298461914","1.944040298461914","1.944040298461914"
"4653056","1.819209098815918","1.819209098815918","1.819209098815918"
"4669440","1.7939791679382324","1.7939791679382324","1.7939791679382324"
"4685824","1.7031505107879639","1.7031505107879639","1.7031505107879639"
"4702208","1.7897038459777832","1.7897038459777832","1.7897038459777832"
"4718592","1.7969306707382202","1.7969306707382202","1.7969306707382202"
"4734976","1.778995394706726","1.778995394706726","1.778995394706726"
"4751360","1.8532054424285889","1.8532054424285889","1.8532054424285889"
"4767744","1.8733187913894653","1.8733187913894653","1.8733187913894653"
"4784128","1.8896706104278564","1.8896706104278564","1.8896706104278564"
"4800512","1.872546672821045","1.872546672821045","1.872546672821045"
"4816896","1.8073925971984863","1.8073925971984863","1.8073925971984863"
"4833280","1.7234578132629395","1.7234578132629395","1.7234578132629395"
"4849664","1.6652500629425049","1.6652500629425049","1.6652500629425049"
"4866048","1.7489126920700073","1.7489126920700073","1.7489126920700073"
"4882432","1.6560156345367432","1.6560156345367432","1.6560156345367432"
"4898816","1.773169994354248","1.773169994354248","1.773169994354248"
"4915200","1.7791688442230225","1.7791688442230225","1.7791688442230225"
"4931584","1.791226863861084","1.791226863861084","1.791226863861084"
"4947968","1.7575609683990479","1.7575609683990479","1.7575609683990479"
"4964352","1.7658984661102295","1.7658984661102295","1.7658984661102295"
"4980736","1.7638156414031982","1.7638156414031982","1.7638156414031982"
"4997120","1.734660267829895","1.734660267829895","1.734660267829895"
"5013504","1.7303229570388794","1.7303229570388794","1.7303229570388794"
"5029888","1.7525100708007812","1.7525100708007812","1.7525100708007812"
"5046272","1.726012945175171","1.726012945175171","1.726012945175171"
"5062656","1.7770215272903442","1.7770215272903442","1.7770215272903442"
"5079040","1.7267075777053833","1.7267075777053833","1.7267075777053833"
"5095424","1.745496392250061","1.745496392250061","1.745496392250061"
"5111808","1.772255301475525","1.772255301475525","1.772255301475525"
"5128192","1.744736671447754","1.744736671447754","1.744736671447754"
"5144576","1.8458513021469116","1.8458513021469116","1.8458513021469116"
"5160960","1.759246826171875","1.759246826171875","1.759246826171875"
"5177344","1.7716548442840576","1.7716548442840576","1.7716548442840576"
"5193728","1.7424860000610352","1.7424860000610352","1.7424860000610352"
"5210112","1.758437156677246","1.758437156677246","1.758437156677246"
"5226496","1.7921788692474365","1.7921788692474365","1.7921788692474365"
"5242880","1.820787787437439","1.820787787437439","1.820787787437439"
"5259264","1.8208810091018677","1.8208810091018677","1.8208810091018677"
"5275648","1.828413963317871","1.828413963317871","1.828413963317871"
"5292032","1.755859375","1.755859375","1.755859375"
"5308416","1.7851845026016235","1.7851845026016235","1.7851845026016235"
"5324800","1.7906162738800049","1.7906162738800049","1.7906162738800049"
"5341184","1.7856101989746094","1.7856101989746094","1.7856101989746094"
"5357568","1.7212300300598145","1.7212300300598145","1.7212300300598145"
"5373952","1.7866078615188599","1.7866078615188599","1.7866078615188599"
"5390336","1.7620117664337158","1.7620117664337158","1.7620117664337158"
"5406720","1.7543766498565674","1.7543766498565674","1.7543766498565674"
"5423104","1.7268403768539429","1.7268403768539429","1.7268403768539429"
"5439488","1.6977033615112305","1.6977033615112305","1.6977033615112305"
"5455872","1.7272988557815552","1.7272988557815552","1.7272988557815552"
"5472256","1.698408603668213","1.698408603668213","1.698408603668213"
"5488640","1.6668274402618408","1.6668274402618408","1.6668274402618408"
"5505024","1.6481034755706787","1.6481034755706787","1.6481034755706787"
"5521408","1.6520161628723145","1.6520161628723145","1.6520161628723145"
"5537792","1.5523626804351807","1.5523626804351807","1.5523626804351807"
"5554176","1.5892188549041748","1.5892188549041748","1.5892188549041748"
"5570560","1.5562041997909546","1.5562041997909546","1.5562041997909546"
"5586944","1.583467721939087","1.583467721939087","1.583467721939087"
"5603328","1.5538933277130127","1.5538933277130127","1.5538933277130127"
"5619712","1.5729261636734009","1.5729261636734009","1.5729261636734009"
"5636096","1.619111180305481","1.619111180305481","1.619111180305481"
"5652480","1.657112717628479","1.657112717628479","1.657112717628479"
"5668864","1.6437482833862305","1.6437482833862305","1.6437482833862305"
"5685248","1.6247559785842896","1.6247559785842896","1.6247559785842896"
"5701632","1.5921850204467773","1.5921850204467773","1.5921850204467773"
"5718016","1.5865274667739868","1.5865274667739868","1.5865274667739868"
"5734400","1.6296967267990112","1.6296967267990112","1.6296967267990112"
"5750784","1.6661739349365234","1.6661739349365234","1.6661739349365234"
"5767168","1.5866875648498535","1.5866875648498535","1.5866875648498535"
"5783552","1.5209448337554932","1.5209448337554932","1.5209448337554932"
"5799936","1.5639028549194336","1.5639028549194336","1.5639028549194336"
"5816320","1.553381085395813","1.553381085395813","1.553381085395813"
"5832704","1.560227632522583","1.560227632522583","1.560227632522583"
"5849088","1.6688718795776367","1.6688718795776367","1.6688718795776367"
"5865472","1.592283010482788","1.592283010482788","1.592283010482788"
"5881856","1.5868245363235474","1.5868245363235474","1.5868245363235474"
"5898240","1.5924432277679443","1.5924432277679443","1.5924432277679443"
"5914624","1.5627388954162598","1.5627388954162598","1.5627388954162598"
"5931008","1.563225507736206","1.563225507736206","1.563225507736206"
"5947392","1.6347103118896484","1.6347103118896484","1.6347103118896484"
"5963776","1.5633559226989746","1.5633559226989746","1.5633559226989746"
"5980160","1.5387318134307861","1.5387318134307861","1.5387318134307861"
"5996544","1.4706602096557617","1.4706602096557617","1.4706602096557617"
"6012928","1.4702876806259155","1.4702876806259155","1.4702876806259155"
"6029312","1.489269495010376","1.489269495010376","1.489269495010376"
"6045696","1.5886037349700928","1.5886037349700928","1.5886037349700928"
"6062080","1.5650947093963623","1.5650947093963623","1.5650947093963623"
"6078464","1.4719535112380981","1.4719535112380981","1.4719535112380981"
"6094848","1.3941302299499512","1.3941302299499512","1.3941302299499512"
"6111232","1.4139463901519775","1.4139463901519775","1.4139463901519775"
"6127616","1.3746204376220703","1.3746204376220703","1.3746204376220703"
"6144000","1.3932452201843262","1.3932452201843262","1.3932452201843262"
"6160384","1.4205036163330078","1.4205036163330078","1.4205036163330078"
"6176768","1.3875303268432617","1.3875303268432617","1.3875303268432617"
"6193152","1.3699164390563965","1.3699164390563965","1.3699164390563965"
"6209536","1.4045155048370361","1.4045155048370361","1.4045155048370361"
"6225920","1.3477745056152344","1.3477745056152344","1.3477745056152344"
"6242304","1.319284200668335","1.319284200668335","1.319284200668335"
"6258688","1.3695224523544312","1.3695224523544312","1.3695224523544312"
"6275072","1.4189441204071045","1.4189441204071045","1.4189441204071045"
"6291456","1.422670602798462","1.422670602798462","1.422670602798462"
"6307840","1.4477064609527588","1.4477064609527588","1.4477064609527588"
"6324224","1.4237849712371826","1.4237849712371826","1.4237849712371826"
"6340608","1.3793938159942627","1.3793938159942627","1.3793938159942627"
"6356992","1.3496062755584717","1.3496062755584717","1.3496062755584717"
"6373376","1.3845694065093994","1.3845694065093994","1.3845694065093994"
"6389760","1.3940584659576416","1.3940584659576416","1.3940584659576416"
"6406144","1.3732646703720093","1.3732646703720093","1.3732646703720093"
"6422528","1.3766988515853882","1.3766988515853882","1.3766988515853882"
"6438912","1.3181830644607544","1.3181830644607544","1.3181830644607544"
"6455296","1.3332605361938477","1.3332605361938477","1.3332605361938477"
"6471680","1.3492696285247803","1.3492696285247803","1.3492696285247803"
"6488064","1.3736145496368408","1.3736145496368408","1.3736145496368408"
"6504448","1.3763612508773804","1.3763612508773804","1.3763612508773804"
"6520832","1.3205124139785767","1.3205124139785767","1.3205124139785767"
"6537216","1.3558093309402466","1.3558093309402466","1.3558093309402466"
"6553600","1.3140881061553955","1.3140881061553955","1.3140881061553955"
"6569984","1.3214188814163208","1.3214188814163208","1.3214188814163208"
"6586368","1.2965009212493896","1.2965009212493896","1.2965009212493896"
"6602752","1.323030710220337","1.323030710220337","1.323030710220337"
"6619136","1.3022747039794922","1.3022747039794922","1.3022747039794922"
"6635520","1.3328676223754883","1.3328676223754883","1.3328676223754883"
"6651904","1.2924787998199463","1.2924787998199463","1.2924787998199463"
"6668288","1.356332540512085","1.356332540512085","1.356332540512085"
"6684672","1.3112754821777344","1.3112754821777344","1.3112754821777344"
"6701056","1.3345550298690796","1.3345550298690796","1.3345550298690796"
"6717440","1.3245995044708252","1.3245995044708252","1.3245995044708252"
"6733824","1.2475504875183105","1.2475504875183105","1.2475504875183105"
"6750208","1.3582838773727417","1.3582838773727417","1.3582838773727417"
"6766592","1.3135390281677246","1.3135390281677246","1.3135390281677246"
"6782976","1.2893627882003784","1.2893627882003784","1.2893627882003784"
"6799360","1.3022336959838867","1.3022336959838867","1.3022336959838867"
"6815744","1.2170071601867676","1.2170071601867676","1.2170071601867676"
"6832128","1.281938910484314","1.281938910484314","1.281938910484314"
"6848512","1.281139612197876","1.281139612197876","1.281139612197876"
"6864896","1.2893794775009155","1.2893794775009155","1.2893794775009155"
"6881280","1.342020034790039","1.342020034790039","1.342020034790039"
"6897664","1.3817144632339478","1.3817144632339478","1.3817144632339478"
"6914048","1.3185958862304688","1.3185958862304688","1.3185958862304688"
"6930432","1.2353322505950928","1.2353322505950928","1.2353322505950928"
"6946816","1.2965469360351562","1.2965469360351562","1.2965469360351562"
"6963200","1.2644078731536865","1.2644078731536865","1.2644078731536865"
"6979584","1.2641478776931763","1.2641478776931763","1.2641478776931763"
"6995968","1.2947195768356323","1.2947195768356323","1.2947195768356323"
"7012352","1.3188369274139404","1.3188369274139404","1.3188369274139404"
"7028736","1.2909735441207886","1.2909735441207886","1.2909735441207886"
"7045120","1.2770256996154785","1.2770256996154785","1.2770256996154785"
"7061504","1.2961207628250122","1.2961207628250122","1.2961207628250122"
"7077888","1.2636903524398804","1.2636903524398804","1.2636903524398804"
